term,term_study_count,atlas,region,activation_density_mean_z,activation_density_peak_z,voxel_count,is_vmPFC_acc_seed,term_columns,pooled_seed_activation_density_mean_z,seed_scaled_activation_density,activation_density_rank_within_term,seed_scaled_activation_density_rank_within_term
threat,228,harvard_oxford_subcortical,Left Caudate,0.7757957012256802,3.6990067958831787,487,False,terms_abstract_tfidf__threat,2.4951846645384195,1.9357535365131469,34.0,34.0
threat,228,harvard_oxford_subcortical,Left Putamen,2.0645551653916905,8.476722717285156,799,False,terms_abstract_tfidf__threat,2.4951846645384195,5.151446387778926,17.0,17.0
threat,228,harvard_oxford_subcortical,Left Pallidum,2.188861112246353,7.668249607086182,267,False,terms_abstract_tfidf__threat,2.4951846645384195,5.461612680081608,15.0,15.0
threat,228,harvard_oxford_subcortical,Brain-Stem,0.367289242715192,5.9812211990356445,4890,False,terms_abstract_tfidf__threat,2.4951846645384195,0.9164544858728764,51.0,51.0
threat,228,harvard_oxford_subcortical,Left Hippocampus,4.08985489210068,13.158169746398926,691,False,terms_abstract_tfidf__threat,2.4951846645384195,10.204943206957049,5.0,5.0
threat,228,harvard_oxford_subcortical,Left Amygdala,12.004201684901917,14.121426582336426,306,False,terms_abstract_tfidf__threat,2.4951846645384195,29.95269995419352,1.0,1.0
threat,228,harvard_oxford_subcortical,Left Accumbens,2.8763752264922924,4.639710426330566,89,False,terms_abstract_tfidf__threat,2.4951846645384195,7.177087354601791,8.0,8.0
threat,228,harvard_oxford_subcortical,Right Cerebral White Matter,0.6108300713840361,10.792632102966309,31361,False,terms_abstract_tfidf__threat,2.4951846645384195,1.524133826756355,39.0,39.0
threat,228,harvard_oxford_subcortical,Right Cerebral Cortex,0.834262714967535,11.165124893188477,64054,False,terms_abstract_tfidf__threat,2.4951846645384195,2.08163953258318,29.0,29.0
threat,228,harvard_oxford_subcortical,Right Lateral Ventricle,0.24587726680757488,5.9812211990356445,1019,False,terms_abstract_tfidf__threat,2.4951846645384195,0.6135091854968822,55.0,55.0
threat,228,harvard_oxford_subcortical,Right Thalamus,2.7196449492930994,6.837496757507324,1283,False,terms_abstract_tfidf__threat,2.4951846645384195,6.786016370465509,9.0,9.0
threat,228,harvard_oxford_subcortical,Right Caudate,1.3941423625862062,5.762709140777588,511,False,terms_abstract_tfidf__threat,2.4951846645384195,3.4786426433084623,20.0,20.0
threat,228,harvard_oxford_subcortical,Right Putamen,1.878883372524276,5.9812211990356445,796,False,terms_abstract_tfidf__threat,2.4951846645384195,4.6881609775788,18.0,18.0
threat,228,harvard_oxford_subcortical,Right Pallidum,2.564435783257851,6.412781715393066,260,False,terms_abstract_tfidf__threat,2.4951846645384195,6.39874083957856,10.0,10.0
threat,228,harvard_oxford_subcortical,Right Hippocampus,4.006919417466436,13.687376976013184,700,False,terms_abstract_tfidf__threat,2.4951846645384195,9.99800388250347,6.0,6.0
threat,228,harvard_oxford_subcortical,Right Amygdala,10.955478448033984,14.121426582336426,366,False,terms_abstract_tfidf__threat,2.4951846645384195,27.335941816215563,2.0,2.0
threat,228,harvard_oxford_subcortical,Right Accumbens,4.3197874540374395,6.19788932800293,84,False,terms_abstract_tfidf__threat,2.4951846645384195,10.77866740937968,4.0,4.0
fear_conditioning,77,harvard_oxford_cortical,Frontal Pole,0.17937850119456414,3.2626678943634033,15397,False,"terms_abstract_tfidf__fear, terms_abstract_tfidf__conditioning",1.7211243169446138,0.3087327003430428,46.0,46.0
fear_conditioning,77,harvard_oxford_cortical,Insular Cortex,3.152673557457991,7.788513660430908,2341,False,"terms_abstract_tfidf__fear, terms_abstract_tfidf__conditioning",1.7211243169446138,5.42614312312923,6.0,6.0
fear_conditioning,77,harvard_oxford_cortical,Superior Frontal Gyrus,0.14317843204173517,2.858365535736084,5080,False,"terms_abstract_tfidf__fear, terms_abstract_tfidf__conditioning",1.7211243169446138,0.24642788104903224,47.0,47.0
fear_conditioning,77,harvard_oxford_cortical,Middle Frontal Gyrus,0.3050324810574923,3.6553401947021484,5316,False,"terms_abstract_tfidf__fear, terms_abstract_tfidf__conditioning",1.7211243169446138,0.5249988206059973,39.0,39.0
fear_conditioning,77,harvard_oxford_cortical,"Inferior Frontal Gyrus, pars triangularis",0.45435927459735387,5.483962535858154,1103,False,"terms_abstract_tfidf__fear, terms_abstract_tfidf__conditioning",1.7211243169446138,0.7820087961388209,30.0,30.0
