"uid","treatment","normalized_cell_count","Abducens nucleus","Accessory olfactory bulb, glomerular layer","Accessory olfactory bulb, mitral layer","Agranular insular area, dorsal part","Agranular insular area, posterior part","Agranular insular area, ventral part","alveus","Anterior amygdalar area","Anterior cingulate area, dorsal part","Anterior cingulate area, ventral part","Anterior pretectal nucleus","Anterodorsal nucleus","Anterolateral visual area","Anteromedial nucleus","Anteromedial visual area","Anteroventral nucleus of thalamus","arbor vitae","Basolateral amygdalar nucleus, anterior part","Basomedial amygdalar nucleus, posterior part","Caudoputamen","Central lateral nucleus of the thalamus","cerebal peduncle","cerebral aqueduct","choroid plexus","cingulum bundle","Claustrum","corpus callosum, posterior forceps","corpus callosum, splenium","crossed tectospinal pathway","Cuneiform nucleus","Dentate gyrus","Dentate nucleus","Diagonal band nucleus","Dorsal auditory area","Dorsal cochlear nucleus","dorsal fornix","dorsal hippocampal commissure","dorsal limb","Dorsal tegmental nucleus","Ectorhinal area/Layer 5","Ectorhinal area/Layer 6a","Entorhinal area","external medullary lamina of the thalamus","Facial motor nucleus","Fastigial nucleus","Fields of Forel","fimbria","Frontal pole, layer 1","Frontal pole, layer 2/3","genu of corpus callosum","Gigantocellular reticular nucleus","Globus pallidus, external segment","Globus pallidus, internal segment","Gustatory areas, layer 5","Gustatory areas, layer 6a","Induseum griseum","Inferior colliculus, central nucleus","Inferior colliculus, dorsal nucleus","Inferior colliculus, external nucleus","Infralimbic area, layer 1","Infralimbic area, layer 2/3","Infralimbic area, layer 5","Infralimbic area, layer 6a","Infralimbic area, layer 6b","Intermediate reticular nucleus","internal capsule","Interposed nucleus","Lateral dorsal nucleus of thalamus","Lateral habenula","Lateral hypothalamic area","lateral lemniscus","Lateral posterior nucleus of the thalamus","Lateral preoptic area","Lateral septal nucleus, caudal (caudodorsal) part","Lateral septal nucleus, rostral (rostroventral) part","Lateral septal nucleus, ventral part","Lateral vestibular nucleus","Laterodorsal tegmental nucleus","Magnocellular reticular nucleus","Medial geniculate complex","medial lemniscus","medial longitudinal fascicle","Medial preoptic area","Medial septal nucleus","Medial vestibular nucleus","middle cerebellar peduncle","Nucleus accumbens","Nucleus incertus","Nucleus of the brachium of the inferior colliculus","Nucleus of the trapezoid body","Nucleus prepositus","Nucleus raphe magnus","Nucleus raphe pontis","optic tract","Orbital area, lateral part","Orbital area, medial part","Orbital area, ventrolateral part","Parafascicular nucleus","Paragigantocellular reticular nucleus, dorsal part","Paragigantocellular reticular nucleus, lateral part","Parastrial nucleus","Paraventricular nucleus of the thalamus","Parvicellular reticular nucleus","Perirhinal area, layer 2/3","Pontine central gray","Pontine gray","Pontine reticular nucleus","Pontine reticular nucleus, caudal part","Posterior complex of the thalamus","posteromedial visual area","Prelimbic area, layer 1","Prelimbic area, layer 2/3","Prelimbic area, layer 5","Prelimbic area, layer 6a","Prelimbic area, layer 6b","Primary auditory area","Primary motor area","Primary somatosensory area","Primary visual area","pyramid","Red nucleus","Reticular nucleus of the thalamus","Retrosplenial area, dorsal part","Retrosplenial area, lateral agranular part","Retrosplenial area, ventral part","Secondary motor area","Septofimbrial nucleus","Spinal nucleus of the trigeminal, interpolar part","spinal tract of the trigeminal nerve","Spinal vestibular nucleus","stria medullaris","Sublaterodorsal nucleus","Submedial nucleus of the thalamus","Substantia innominata","Substantia nigra, reticular part","Superior colliculus, superficial gray layer","Superior olivary complex, medial part","Superior olivary complex, periolivary region","Supplemental somatosensory area","Supragenual nucleus","Tegmental reticular nucleus","Temporal association areas, layer 5","Temporal association areas, layer 6a","third ventricle","trapezoid body","Ventral anterior-lateral complex of the thalamus","Ventral auditory area","Ventral medial nucleus of the thalamus","Ventral posterior complex of the thalamus","ventral spinocerebellar tract","Visceral area, layer 5","Visceral area, layer 6a"
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42324587393681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0392452830188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40621253463803,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0664150943396226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.17773320612266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0679245283018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1679733688335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0875471698113208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05775788904591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.211320754716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675057846930607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.00291120815138282,0,0,0,-2.53592674139557,-2.53592674139557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53592674139557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53592674139557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53592674139557,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.00436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35983548233989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35983548233989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35983548233989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35983548233989,0,0,0,0,-2.35983548233989,0,0,0,0,0,0,0,0,0,-2.35983548233989,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.00582241630276565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23489674573159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.00727802037845706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13798673272353,0,0,0,0,-2.13798673272353,0,0,0,0,0,0,0,0,0,0,-2.13798673272353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.00873362445414847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05880548667591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0116448326055313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93386675006761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0131004366812227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.88271422762023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0160116448326055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79556405190133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0203784570596798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69082870138131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69082870138131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.024745269286754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60650781568128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0276564774381368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55820313610672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0320232896652111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.49453405623734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0407569141193595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38979870571733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0436681222707424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35983548233989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.049490538573508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3054778200173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.0931586608442504,0,0,0,0,0,0,0,0,0,-1.03077676307566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.225618631732169,0,0,0,0,0,0,0,0,-0.646625038889259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL3 CORTEXPERIMENTAL","ChronicCORT",0.270742358078603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.567443792841634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL01 CORTCONTROL","Vehicle",0.0170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76715586608218,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL01 CORTCONTROL","Vehicle",0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5910646070265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5910646070265,0,0,0,0,0
"CAGE4467198 ANIMAL01 CORTCONTROL","Vehicle",0.0341880341880342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4661258704182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4661258704182,0,0,0,0,0,-1.4661258704182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL01 CORTCONTROL","Vehicle",0.0683760683760684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.16509587475422,0,0,0,0,-1.16509587475422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL01 CORTCONTROL","Vehicle",0.094017094017094,0,0,0,0,0,0,0,0,0,-1.02679317658794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL01 CORTCONTROL","Vehicle",0.256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.591064607026499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL01 CORTCONTROL","Vehicle",0.282051282051282,0,0,0,0,0,0,0,0,-0.549671921868274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL04 CORTCONTROL","Vehicle",0.00677966101694915,0,0,0,0,0,0,-2.16879202031418,0,0,0,0,0,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16879202031418,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16879202031418,-2.16879202031418,0,0,0,0,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16879202031418,0,0,-2.16879202031418,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467198 ANIMAL04 CORTCONTROL","Vehicle",0.0101694915254237,0,0,0,0,0,0,0,0,0,-1.9927007612585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9927007612585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
